title,category,license,author,asset_url,github_url
Import Animations in AnimationTreePlayer,Scripts,MIT,skind,https://godotengine.org/asset-library/asset/151,https://github.com/unSkind/godot-plugin-import-animation-tree-player
Import Cleaner,Tools,MIT,Tumbolisu,https://godotengine.org/asset-library/asset/3261,https://github.com/Tumbolisu/ImportCleaner
In Engine Jumper (Game),Demos,MIT,spoicat,https://godotengine.org/asset-library/asset/949,https://github.com/SPOICAT/in-engine-jumper
In Game Building System (C#),Templates,MIT,whymanually,https://godotengine.org/asset-library/asset/2957,https://github.com/MarkoDM/GodotInGameBuildingSystem
in-app purchases using cryptocurrencies,Projects,Testing,bdshahab,https://godotengine.org/asset-library/asset/3158,https://github.com/bdshahab/in-app-purchasing-by-crypto
In-Editor Translation Viewer/Editor,Misc,MIT,MorinDev,https://godotengine.org/asset-library/asset/1285,https://github.com/Wyxaldir/GodotInEditorTranslationPlugin
In-game console,Scripts,MIT,QuentinCaffeino,https://godotengine.org/asset-library/asset/103,https://github.com/quentincaffeino/godot-console
Indent Guidelines,Misc,MIT,zer0toleranc3,https://godotengine.org/asset-library/asset/3321,https://github.com/ndbn/indent_guidelines
Indie Blueprint,Templates,MIT,ninetailsrabbit,https://godotengine.org/asset-library/asset/3411,https://github.com/ninetailsrabbit/indie-blueprint
Indie Blueprint Audio,Tools,MIT,ninetailsrabbit,https://godotengine.org/asset-library/asset/3777,https://github.com/ninetailsrabbit/indie-blueprint-audio
Indie Blueprint Camera Transitioner,Scripts,MIT,ninetailsrabbit,https://godotengine.org/asset-library/asset/3783,https://github.com/ninetailsrabbit/indie-blueprint-camera-transitioner
Indie Blueprint Global Clock,Scripts,MIT,ninetailsrabbit,https://godotengine.org/asset-library/asset/3782,https://github.com/ninetailsrabbit/indie-blueprint-global-clock
Indie Blueprint Pool,Scripts,MIT,ninetailsrabbit,https://godotengine.org/asset-library/asset/3781,https://github.com/ninetailsrabbit/indie-blueprint-pool
Indie Blueprint RPG,Scripts,MIT,ninetailsrabbit,https://godotengine.org/asset-library/asset/3779,https://github.com/ninetailsrabbit/indie-blueprint-rpg
Indie Blueprint Save,Scripts,MIT,ninetailsrabbit,https://godotengine.org/asset-library/asset/3778,https://github.com/ninetailsrabbit/indie-blueprint-save
Indie Blueprint Scene Transition,2D Tools,MIT,ninetailsrabbit,https://godotengine.org/asset-library/asset/3780,https://github.com/ninetailsrabbit/indie-blueprint-scene-transition
Indie Blueprint State Machine,Scripts,MIT,ninetailsrabbit,https://godotengine.org/asset-library/asset/3406,https://github.com/ninetailsrabbit/node-finite-state-machine
Indie Blueprint Toolbox,Tools,MIT,ninetailsrabbit,https://godotengine.org/asset-library/asset/3776,https://github.com/ninetailsrabbit/indie-blueprint-toolbox
Infinite Heightmap Terrain,3D Tools,MIT,PGComai,https://godotengine.org/asset-library/asset/3509,https://github.com/PGComai/Infinite-Heightmap-Terrain
Ingame BugReporter & Feedback,Misc,MIT,ASecondGuy,https://godotengine.org/asset-library/asset/1953,https://github.com/ASecondGuy/BugReporter
Ingame BugReporter & Feedback,Misc,MIT,ASecondGuy,https://godotengine.org/asset-library/asset/1966,https://github.com/ASecondGuy/BugReporter
Inhumate RTI,Misc,Apache-2.0,inhumate,https://godotengine.org/asset-library/asset/3997,https://github.com/inhumatesystems/godot-rti
InitialisedAnimationPlayer,Tools,MIT,NovaDC,https://godotengine.org/asset-library/asset/3478,https://github.com/NovaDC/Godot-InitialisedAnimationPlayer
ink,Tools,MIT,paulloz,https://godotengine.org/asset-library/asset/1891,https://github.com/paulloz/godot-ink
ink,Tools,MIT,paulloz,https://godotengine.org/asset-library/asset/846,https://github.com/paulloz/godot-ink
inkgd,Tools,MIT,ephread,https://godotengine.org/asset-library/asset/349,https://github.com/ephread/inkgd
Input Action Prompt Icon Font,Materials,MIT,univeous,https://godotengine.org/asset-library/asset/3635,https://github.com/univeous/Input-Action-Prompt-Icon-Font
Input buffer,Demos,MIT,drkitt,https://godotengine.org/asset-library/asset/1506,https://github.com/drkitt/godot-input-buffer
Input Helper,Scripts,CC0,whiteshampoo,https://godotengine.org/asset-library/asset/1909,https://github.com/whiteshampoo/InputHelper
Input Helper,Tools,MIT,nathanhoad,https://godotengine.org/asset-library/asset/2107,https://github.com/nathanhoad/godot_input_helper
Input Mapper Preset Loader,Tools,MIT,Light,https://godotengine.org/asset-library/asset/2138,https://github.com/EladKarni/InputMapperPresetLoader
Input Prompts,Tools,MIT,alexandre_lavoie,https://godotengine.org/asset-library/asset/3760,https://github.com/alexandre-lavoie/input-prompts
input-overlay,Misc,MIT,davcri,https://godotengine.org/asset-library/asset/2204,https://github.com/crystal-bit/input-overlay
InputController,Tools,MIT,sscovil,https://godotengine.org/asset-library/asset/2973,https://github.com/sscovil/godot-input-controller-addon
InputEventKey Grabber,Scripts,CC0,gilzoide,https://godotengine.org/asset-library/asset/946,https://github.com/gilzoide/godot-input-key-event-grabber
InputFilter,Scripts,MIT,ASecondGuy,https://godotengine.org/asset-library/asset/1869,https://github.com/ASecondGuy/InputFilter
InputFilter,Scripts,MIT,ASecondGuy,https://godotengine.org/asset-library/asset/1633,https://github.com/ASecondGuy/InputFilter
InputManager,Scripts,MIT,dragmine149,https://godotengine.org/asset-library/asset/3340,https://github.com/dragmine149/InputManager
insert-coin(s) | (micro)payment system,Projects,MIT,martijnbolt,https://godotengine.org/asset-library/asset/1011,https://github.com/martijnbolt/insert-coins
Inspector Category Filter,Tools,MIT,wantg,https://godotengine.org/asset-library/asset/3850,https://github.com/wantg/godot-inspector-category-filter
Inspector Category Filter,Tools,MIT,wantg,https://godotengine.org/asset-library/asset/3858,https://github.com/wantg/godot-inspector-category-filter
"Inspector Extender - Buttons, Warnings, More",Tools,MIT,don-tnowe,https://godotengine.org/asset-library/asset/1632,https://github.com/don-tnowe/godot-inspector-extender
Inspector Gadget,Tools,MIT,Shifty,https://godotengine.org/asset-library/asset/565,https://github.com/Shfty/inspector-gadget
Inspector Tabs,Tools,MIT,PiCode,https://godotengine.org/asset-library/asset/3951,https://github.com/PiCode9560/Godot-Inspector-Tabs
Install Wizard,Projects,MIT,Buck Wild Games,https://godotengine.org/asset-library/asset/3802,https://github.com/BuckWildGames/Godot4xInstallWizard
Instance Dock,Tools,MIT,KoBeWi,https://godotengine.org/asset-library/asset/1136,https://github.com/KoBeWi/Godot-Instance-Dock
Instance Dock,Tools,MIT,KoBeWi,https://godotengine.org/asset-library/asset/1421,https://github.com/KoBeWi/Godot-Instance-Dock
Instancing Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/2716,https://github.com/godotengine/godot-demo-projects
Instant Games Bridge,Tools,MIT,mewton,https://godotengine.org/asset-library/asset/2153,https://github.com/instant-games-bridge/instant-games-bridge-godot
Instant Realistic Light,3D Tools,MIT,soykhaler,https://godotengine.org/asset-library/asset/2553,https://github.com/soykhaler/Instant-Realistic-Light-Godot-Engine
Integer Field ( LineEdit ),Tools,AGPLv3,Kubes,https://godotengine.org/asset-library/asset/657,https://github.com/Kubes-Content/GodotIntegerLineEdit
Integer Resolution Handler,Scripts,MIT,JTE,https://godotengine.org/asset-library/asset/744,https://github.com/Yukitty/godot-addon-integer_resolution_handler
Interaction Kit 3D,3D Tools,MIT,ninetailsrabbit,https://godotengine.org/asset-library/asset/3409,https://github.com/ninetailsrabbit/interaction-kit-3d
Interaction System (C#),Tools,MIT,MASSHUU,https://godotengine.org/asset-library/asset/2215,https://github.com/MASSHUU12/godot-interaction-system
Interaction System - GDScript,Tools,MIT,MASSHUU,https://godotengine.org/asset-library/asset/2036,https://github.com/MASSHUU12/godot-interaction-system
Interactive Energy Shield,Shaders,MIT,nojoule,https://godotengine.org/asset-library/asset/3628,https://github.com/nojoule/energy-shield
Interactive Music (Adaptative Music),Tools,Testing,dannygaray60,https://godotengine.org/asset-library/asset/1459,https://github.com/dannygaray60/interactive-music-g3
Interactive Scene Changer,Tools,MIT,VP-GAMES,https://godotengine.org/asset-library/asset/1138,https://github.com/VP-GAMES/InteractiveSceneChanger
Interactive Scene Changer (G4),Tools,MIT,VP-GAMES,https://godotengine.org/asset-library/asset/1190,https://github.com/VP-GAMES/InteractiveSceneChanger
InterpolatedCamera3D,3D Tools,MIT,Calinou,https://godotengine.org/asset-library/asset/739,https://github.com/godot-extended-libraries/godot-interpolated-camera3d
InterpolatedCamera3D demo,Demos,MIT,Calinou,https://godotengine.org/asset-library/asset/740,https://github.com/godot-extended-libraries/godot-interpolated-camera3d-demo
Intervals - animation plugin,Tools,MIT,dogonmoon,https://godotengine.org/asset-library/asset/3144,https://github.com/fauxhaus/godot-intervals
Inventory Editor,Tools,MIT,VP-GAMES,https://godotengine.org/asset-library/asset/896,https://github.com/VP-GAMES/InventoryEditor
Inventory Editor (G4),Tools,MIT,VP-GAMES,https://godotengine.org/asset-library/asset/1215,https://github.com/VP-GAMES/InventoryEditor
Inventory Manager,Tools,MIT,Rubonnek,https://godotengine.org/asset-library/asset/3837,https://github.com/Rubonnek/inventory-manager
Inventory System,Scripts,MIT,expressobits,https://godotengine.org/asset-library/asset/1650,https://github.com/expressobits/inventory-system
Inventory System Demos,Demos,MIT,expressobits,https://godotengine.org/asset-library/asset/1895,https://github.com/expressobits/inventory-system
Inventory system draggable with equipment summarization.,Demos,MIT,Jonw9027,https://godotengine.org/asset-library/asset/2176,https://github.com/Jonw9027/Godot-Inventory-system-click-and-draggable-with-equipment-summarization.
Inventory System Example,Scripts,MIT,Oen44,https://godotengine.org/asset-library/asset/271,https://github.com/Oen44/Godot-Inventory
Inventory Toolkit,Scripts,MIT,Cianci,https://godotengine.org/asset-library/asset/3578,https://github.com/CiaNCI-Studio/InventoryToolkit
Inverted CollisionPolygon2D,2D Tools,MIT,TemplateDev,https://godotengine.org/asset-library/asset/2893,https://github.com/TemplateDev/Inverted-CollisionPolygon2D
Inverted CollisionPolygon2D,2D Tools,MIT,TemplateDev,https://godotengine.org/asset-library/asset/2894,https://github.com/TemplateDev/Inverted-CollisionPolygon2D
IO Method,2D Tools,GPLv3,blaze_the_star,https://godotengine.org/asset-library/asset/366,https://github.com/Hubber116sx/godot_io_method
iOS Admob Plugin,Scripts,MIT,cengiz-pz,https://godotengine.org/asset-library/asset/3178,https://github.com/cengiz-pz/godot-ios-admob-plugin
iOS Deeplink Plugin,Scripts,MIT,cengiz-pz,https://godotengine.org/asset-library/asset/3191,https://github.com/cengiz-pz/godot-ios-deeplink-plugin
iOS In-app Review Plugin,Scripts,MIT,cengiz-pz,https://godotengine.org/asset-library/asset/2906,https://github.com/cengiz-pz/godot-ios-inapp-review-plugin
iOS Notification Scheduler Plugin,Scripts,MIT,cengiz-pz,https://godotengine.org/asset-library/asset/3186,https://github.com/cengiz-pz/godot-ios-notification-scheduler-plugin
iOS Share Plugin,Scripts,MIT,cengiz-pz,https://godotengine.org/asset-library/asset/2907,https://github.com/cengiz-pz/godot-ios-share-plugin
IREE runtime - Run machine learning models,Tools,MIT,V-Sekai,https://godotengine.org/asset-library/asset/2639,https://github.com/iree-gd/iree.gd
Island,2D Tools,MIT,nenado,https://godotengine.org/asset-library/asset/3709,https://github.com/17shka/Island
IsoCube Node,2D Tools,MIT,Cold,https://godotengine.org/asset-library/asset/669,https://github.com/ColdDev0/godot-isocube-node
Isometric 2D point and click movement,Demos,MIT,domogo,https://godotengine.org/asset-library/asset/3685,https://github.com/Domogo/isometric-2d-point-and-click-movement
Isometric Basics (with Video),Demos,MIT,ThinkWithGames,https://godotengine.org/asset-library/asset/2476,https://github.com/Goldenlion5648/GodotIsometricExample
Isometric Collision (with Video),Demos,MIT,ThinkWithGames,https://godotengine.org/asset-library/asset/2485,https://github.com/Goldenlion5648/GodotIsometricCollisionExample
Isometric Game Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/2718,https://github.com/godotengine/godot-demo-projects
Itch one click deploy,Tools,MIT,figroot,https://godotengine.org/asset-library/asset/1103,https://github.com/uberfig/godot-build-and-deploy-plugin
Jam Launch Multiplayer Example Project,Demos,MIT,helloadam,https://godotengine.org/asset-library/asset/2512,https://github.com/jam-launch/jam-launch-addon
Jam Launch Multiplayer Tools,Tools,MIT,helloadam,https://godotengine.org/asset-library/asset/2499,https://github.com/jam-launch/jam-launch-addon
JamCountdown,Tools,MIT,andresgamboa,https://godotengine.org/asset-library/asset/1610,https://github.com/AndresGamboaA/JamCountdown
JamCountdown,Tools,MIT,andresgamboa,https://godotengine.org/asset-library/asset/1114,https://github.com/AndresGamboaA/JamCountdown
Jigglebones,3D Tools,MIT,Bauxite,https://godotengine.org/asset-library/asset/217,https://github.com/Bauxitedev/godot-jigglebones
JiggleBones (4.0),3D Tools,MIT,DevAtMe,https://godotengine.org/asset-library/asset/1595,https://github.com/yaelatletl/godot-jigglebones
JLogger,Tools,GPLv3,vman103,https://godotengine.org/asset-library/asset/3256,https://github.com/JohnDevlopment/godot-jlogger
Joypads (Gamepads) Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/2785,https://github.com/godotengine/godot-demo-projects
Joystick Control,Misc,MIT,TPABOBAP,https://godotengine.org/asset-library/asset/591,https://github.com/EnderWiggin/Godot-Joystick-Control
Joystick plugin for godot 4,Tools,MIT,bakerCat,https://godotengine.org/asset-library/asset/2143,https://github.com/lumi2021/joystick-for-godot
jpInspector3.x,Scripts,MIT,duriganjp,https://godotengine.org/asset-library/asset/2293,https://github.com/jpdurigan/jpInspector3.x
jpInspector3.x,Scripts,MIT,duriganjp,https://godotengine.org/asset-library/asset/2294,https://github.com/jpdurigan/jpInspector3.x
jpInspector3.x,Scripts,MIT,duriganjp,https://godotengine.org/asset-library/asset/2295,https://github.com/jpdurigan/jpInspector3.x
jpInspector3.x,Scripts,MIT,duriganjp,https://godotengine.org/asset-library/asset/2296,https://github.com/jpdurigan/jpInspector3.x
JRPG Fragment - Overworld (Dialogic),2D Tools,MIT,mechPenSketch,https://godotengine.org/asset-library/asset/920,https://github.com/mechPenSketch/Jrpg_Fragment-Overworld-Dialogic
Jrpg Fragment - Turn-Based Combat,Templates,MIT,mechPenSketch,https://godotengine.org/asset-library/asset/970,https://github.com/mechPenSketch/Jrpg_Fragment-TurnBased_Combat
JSON Atlas Texture,Tools,MIT,NickStein_ Games,https://godotengine.org/asset-library/asset/4058,https://github.com/NickSteinGames/json-atlas
JSON Configuration File,Scripts,MIT,Teggy,https://godotengine.org/asset-library/asset/1437,https://github.com/98teg/JSONConfigFile
JSON Configuration File,Scripts,MIT,Teggy,https://godotengine.org/asset-library/asset/955,https://github.com/98teg/JSONConfigFile
JSON Configuration File,Scripts,MIT,Teggy,https://godotengine.org/asset-library/asset/726,https://github.com/98teg/JSONConfigFile
JSON Editor,Tools,MIT,hnOsmium0001,https://godotengine.org/asset-library/asset/656,https://github.com/hnOsmium0001/godot-json-editor
JSON Editor Plugin for Godot 4.x,Tools,MIT,meishijie,https://godotengine.org/asset-library/asset/3631,https://github.com/meishijie/JSON-Editor-Plugin-for-Godot-4.x
JSON Minifier,Scripts,MIT,2shady4u,https://godotengine.org/asset-library/asset/724,https://github.com/gamechuck/json-minifier-for-godot
JSON Minifier,Tools,MIT,mashumafi,https://godotengine.org/asset-library/asset/313,https://github.com/mashumafi/godot-json-minify
JsonClassConverter,Tools,MIT,EiTaNBaRiBoA,https://godotengine.org/asset-library/asset/3073,https://github.com/EiTaNBaRiBoA/JsonClassConverter
JSONH (JSON for Humans),Scripts,MIT,Joy-less,https://godotengine.org/asset-library/asset/3950,https://github.com/jsonh-org/Jsonh
jTest,Tools,ISC,jeremybeier,https://godotengine.org/asset-library/asset/2705,https://github.com/media/jeremybeier
jTools,Templates,Apache-2.0,Jean28518,https://godotengine.org/asset-library/asset/901,https://github.com/Jean28518/Godot-jTools
JuicyDock,Projects,MIT,Aleksey-Silver,https://godotengine.org/asset-library/asset/3113,https://github.com/AlekseySilver/JuicyDock
Jump Buffer,Scripts,MIT,drumstickz64,https://godotengine.org/asset-library/asset/1393,https://github.com/Drumstickz64/godot_jump_buffer
Kanban Tasks - Todo Manager,Tools,MIT,HolonProduction,https://godotengine.org/asset-library/asset/1245,https://github.com/HolonProduction/godot_kanban_tasks
Kanban Tasks - Todo Manager 2,Tools,MIT,HolonProduction,https://godotengine.org/asset-library/asset/1474,https://github.com/HolonProduction/godot_kanban_tasks
Kane-FSM (Finite State Machine),Scripts,MIT,kanethornwyrd,https://godotengine.org/asset-library/asset/414,https://github.com/kane-thornwyrd/kane-fsm
Kataru,Tools,MIT,Katsutoshii,https://godotengine.org/asset-library/asset/2346,https://github.com/kataru-lang/kataru-godot
Katuiche Colorful Console,Tools,MIT,Cassiano Belniak,https://godotengine.org/asset-library/asset/772,https://github.com/CassianoBelniak/katuiche-colorful-console
KayKit Character Pack : Adventurers,3D Tools,CC0,KayKit Game Assets,https://godotengine.org/asset-library/asset/2129,https://github.com/KayKit-Game-Assets/KayKit-Character-Pack-Adventures-1.0
KayKit Character Pack: Skeletons,3D Tools,CC0,KayKit Game Assets,https://godotengine.org/asset-library/asset/2566,https://github.com/KayKit-Game-Assets/KayKit-Character-Pack-Skeletons-1.0
KayKit City Builder Bits,3D Tools,CC0,KayKit Game Assets,https://godotengine.org/asset-library/asset/2123,https://github.com/KayKit-Game-Assets/KayKit-City-Builder-Bits-1.0
KayKit Dungeon Remastered,3D Tools,CC0,KayKit Game Assets,https://godotengine.org/asset-library/asset/2126,https://github.com/KayKit-Game-Assets/KayKit-Dungeon-Remastered-1.0
KayKit Furniture Bits,3D Tools,CC0,KayKit Game Assets,https://godotengine.org/asset-library/asset/2125,https://github.com/KayKit-Game-Assets/KayKit-Furniture-Bits-1.0
KayKit Halloween Bits,3D Tools,CC0,KayKit Game Assets,https://godotengine.org/asset-library/asset/2224,https://github.com/KayKit-Game-Assets/KayKit-Halloween-Bits-1.0
KayKit Medieval Hexagon Pack,3D Tools,CC0,KayKit Game Assets,https://godotengine.org/asset-library/asset/2900,https://github.com/KayKit-Game-Assets/KayKit-Medieval-Hexagon-Pack-1.0
KayKit Prototype Bits,3D Tools,CC0,KayKit Game Assets,https://godotengine.org/asset-library/asset/2122,https://github.com/KayKit-Game-Assets/KayKit-Prototype-Bits-1.0
KayKit Restaurant Bits,3D Tools,CC0,KayKit Game Assets,https://godotengine.org/asset-library/asset/2196,https://github.com/KayKit-Game-Assets/KayKit-Restaurant-Bits-1.0
KayKit Space Base Bits,3D Tools,CC0,KayKit Game Assets,https://godotengine.org/asset-library/asset/2124,https://github.com/KayKit-Game-Assets/KayKit-Space-Base-Bits-1.0
KBM/Controller Switch Detector,Scripts,MIT,xShader1374_,https://godotengine.org/asset-library/asset/2904,https://github.com/xShader1374/KBM-ControllerSwitchDetector
Kehom's Addon Pack,Misc,MIT,kehom,https://godotengine.org/asset-library/asset/1662,https://github.com/Kehom/GodotAddonPack
Kenney Assets Helper,Misc,MPL-2.0,phnix-dev,https://godotengine.org/asset-library/asset/2622,https://github.com/phnix-dev/kenney-assets-helper
Kenney Input Prompts,Materials,CC0,tanuki-billie,https://godotengine.org/asset-library/asset/2655,https://github.com/tanuki-billie/kenney-input-prompts
Kenney Interface Sounds,Misc,CC0,Calinou,https://godotengine.org/asset-library/asset/793,https://github.com/Calinou/kenney-interface-sounds
Kenney Interface Sounds,Misc,CC0,Calinou,https://godotengine.org/asset-library/asset/794,https://github.com/Calinou/kenney-interface-sounds
Kenney Particle Pack,Misc,CC0,Calinou,https://godotengine.org/asset-library/asset/783,https://github.com/Calinou/kenney-particle-pack
Kenney Particle Pack,Misc,CC0,Calinou,https://godotengine.org/asset-library/asset/784,https://github.com/Calinou/kenney-particle-pack
Kenney Prototype Textures,Materials,CC0,Calinou,https://godotengine.org/asset-library/asset/780,https://github.com/Calinou/kenney-prototype-textures
Kenney Prototype Textures,Materials,CC0,Calinou,https://godotengine.org/asset-library/asset/781,https://github.com/Calinou/kenney-prototype-textures
Kenney Prototype Tools,3D Tools,CC0,geroveni,https://godotengine.org/asset-library/asset/1630,https://github.com/GeroVeni/kenney_prototype_tools
Kenney Tiny Battle Asset Pack,2D Tools,CC0,atrus,https://godotengine.org/asset-library/asset/3052,https://github.com/atrus6/kenney_tiny_battle_assets
Kenney UI Audio,Misc,CC0,Calinou,https://godotengine.org/asset-library/asset/795,https://github.com/Calinou/kenney-ui-audio
Kenney UI Audio,Misc,CC0,Calinou,https://godotengine.org/asset-library/asset/796,https://github.com/Calinou/kenney-ui-audio
Kenney's Casino Audio,Misc,CC0,Lopano,https://godotengine.org/asset-library/asset/1838,https://github.com/Loppansson/kenney-casino-audio-for-godot
Kenney's Digital Audio,Misc,CC0,Lopano,https://godotengine.org/asset-library/asset/1833,https://github.com/Loppansson/kenney-digital-audio-for-godot
Kenney's Impact Sounds,Misc,CC0,Lopano,https://godotengine.org/asset-library/asset/1841,https://github.com/Loppansson/kenney-impact-sounds-for-godot
Kenney's Music Jingles,Misc,CC0,Lopano,https://godotengine.org/asset-library/asset/1839,https://github.com/Loppansson/kenney-music-jingles-for-godot
Kenney's Pixel Platformer,Misc,CC0,Lopano,https://godotengine.org/asset-library/asset/1858,https://github.com/Loppansson/kenney-pixel-platformer
Kenney's RPG Audio,Misc,CC0,Lopano,https://godotengine.org/asset-library/asset/1840,https://github.com/Loppansson/kenney-rpg-audio-for-godot
Kenney's Sci-Fi Sounds,Misc,CC0,Lopano,https://godotengine.org/asset-library/asset/1834,https://github.com/Loppansson/kenney-sci-fi-sounds-for-godot
Kenney's Voiceover,Misc,CC0,Lopano,https://godotengine.org/asset-library/asset/1835,https://github.com/Loppansson/kenney-voiceover-for-godot
Kenney's Voiceover Fighter,Misc,CC0,Lopano,https://godotengine.org/asset-library/asset/1836,https://github.com/Loppansson/kenney-voiceover-fighter-for-godot
Key Prompt Texture,2D Tools,MIT,TechnoPorg,https://godotengine.org/asset-library/asset/2202,https://github.com/TechnoPorg/KeyPromptTexture
Key Shortcut Creator,Tools,MIT,gilzoide,https://godotengine.org/asset-library/asset/627,https://github.com/gilzoide/Godot-KeyShortcutCreator
Keyring,Tools,MIT,shomy,https://godotengine.org/asset-library/asset/3455,https://github.com/shomykohai/godot-keyring
Kiki's DevTools,Tools,MIT,Skeatsies,https://godotengine.org/asset-library/asset/4028,https://github.com/Skeats/godot-devtools
Kinematic Character 2D Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/2719,https://github.com/godotengine/godot-demo-projects
Kinematic Character 3D Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/2739,https://github.com/godotengine/godot-demo-projects
Kinetic scrolling,Scripts,MIT,VitaZheltyakov,https://godotengine.org/asset-library/asset/568,https://github.com/VitaZheltyakov/Godot-Kinetic-scrolling
Kivano Editor Enhancements,Tools,MIT,kubecz3k,https://godotengine.org/asset-library/asset/154,https://github.com/kubecz3k/KivanoEditorEnhancemens
Kivano GDscript utils,Scripts,MIT,kubecz3k,https://godotengine.org/asset-library/asset/4071,https://github.com/kubecz3k/public-web-assets
Knight Vs Bishops,Projects,MIT,MounirTohami,https://godotengine.org/asset-library/asset/880,https://github.com/Whalesstate/KnightVSBishops
KoalaTime [Take A Break] - Godot 4.2.2,Misc,MIT,CuppiXD,https://godotengine.org/asset-library/asset/2676,https://github.com/Cuppixx/KoalaTime_Take-A-Break
Kofi Donation Button,2D Tools,MIT,DeybisMelendez,https://godotengine.org/asset-library/asset/700,https://github.com/DeybisMelendez/godot-kofi-button
KonamiCode,Misc,MIT,aravikusu,https://godotengine.org/asset-library/asset/3695,https://github.com/aravikusu/konamicode
Kraken,Scripts,MIT,Schweigert,https://godotengine.org/asset-library/asset/152,https://github.com/u/34187346
KSaver,Scripts,MIT,Kolin63,https://godotengine.org/asset-library/asset/2530,https://github.com/kolin63/KSaver
Kuwahara Shader,Shaders,CC0,PeterEve,https://godotengine.org/asset-library/asset/1183,https://github.com/PeterEve/godot-kuwahara
Label Font Auto Sizer - Godot 3,Tools,MIT,lescandez,https://godotengine.org/asset-library/asset/2867,https://github.com/LuisEscorza/GodotLabelFontAutoSizer
Label Font Auto Sizer - Godot 4,Tools,MIT,lescandez,https://godotengine.org/asset-library/asset/2866,https://github.com/LuisEscorza/GodotLabelFontAutoSizer
Label3D,3D Tools,MIT,Kaoru,https://godotengine.org/asset-library/asset/950,https://github.com/Kaoruha/Label3D
Laigter Integration,Tools,GPLv3,gitautas,https://godotengine.org/asset-library/asset/3422,https://github.com/gitautas/godot-laigter-integration
LaIK,2D Tools,MIT,thiagola92,https://godotengine.org/asset-library/asset/2628,https://github.com/thiagola92/la-ik
LANServerBroadcast,Scripts,MIT,Wavesonics,https://godotengine.org/asset-library/asset/443,https://github.com/Wavesonics/LANServerBroadcast
Large Linear Algebra (c++),Misc,BSL-1.0,Johnnoe,https://godotengine.org/asset-library/asset/2068,https://github.com/Johnnoe2618/large-linear-algebra
Large World Coordinates Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/2786,https://github.com/godotengine/godot-demo-projects
Latoso,3D Tools,CC-BY-4.0,emke,https://godotengine.org/asset-library/asset/288,https://github.com/cognatron/Latoso
Launchpad,Scripts,MIT,vaner,https://godotengine.org/asset-library/asset/3239,https://github.com/vaner-org/launchpad
Launchpin,Tools,MIT,vaner,https://godotengine.org/asset-library/asset/4083,https://github.com/vaner-org/launchpin
Layered Sprite Demo,Demos,MIT,Gaspi,https://godotengine.org/asset-library/asset/771,https://github.com/PKGaspi/godot-LayeredSprite
Layered Sprite Tool,2D Tools,MIT,Gaspi,https://godotengine.org/asset-library/asset/770,https://github.com/PKGaspi/godot-LayeredSprite
Layers,Tools,MIT,3Dvachevsky,https://godotengine.org/asset-library/asset/3307,https://github.com/3Dvachevsky/Layers
LayoutNode3D,3D Tools,MIT,tasteink,https://godotengine.org/asset-library/asset/3773,https://github.com/tasteee/godot-layout-node-3d
Lazy Import,3D Tools,MIT,doradoro,https://godotengine.org/asset-library/asset/983,https://github.com/doradoro/Godot-Lazy-Import
Lazy Plugin Boilerplate,Misc,MIT,doradoro,https://godotengine.org/asset-library/asset/988,https://github.com/doradoro/Godot_Lazy_Plugin_Boilerplate
LazyPO,Tools,MIT,Tekirai,https://godotengine.org/asset-library/asset/3049,https://github.com/AurelienCaille/LazyPO
LDtk Importer,2D Tools,MIT,gleeson,https://godotengine.org/asset-library/asset/2181,https://github.com/heygleeson/godot-ldtk-importer
Leaf Vortex (With YT Tutorial),Projects,MIT,ThinkWithGames,https://godotengine.org/asset-library/asset/2262,https://github.com/Goldenlion5648/GodotLeafSuckingExample
Leap Motion driver,Misc,MIT,Mux213,https://godotengine.org/asset-library/asset/215,https://github.com/BastiaanOlij/gdleapmotion-asset
Lens Flare VFX,Shaders,MIT,SIsilicon,https://godotengine.org/asset-library/asset/198,https://github.com/SIsilicon/Godot-Lens-Flare-Plugin
Lens Flares,Misc,MIT,GoldenThumbs,https://godotengine.org/asset-library/asset/385,https://github.com/GoldenThumbs/GodotLensFlare
Level Manager,Scripts,MIT,iatenine,https://godotengine.org/asset-library/asset/640,https://github.com/265133731/5e39a380-995f-11ea-90d7-366c34a5f0b6
Level of Detail (LOD),3D Tools,MIT,Calinou,https://godotengine.org/asset-library/asset/729,https://github.com/godot-extended-libraries/godot-lod
Level of Detail (LOD) Demo,Demos,MIT,Calinou,https://godotengine.org/asset-library/asset/730,https://github.com/godot-extended-libraries/godot-lod-demo
LevelBlock,3D Tools,MIT,Reun Media,https://godotengine.org/asset-library/asset/1584,https://github.com/ReunMedia/godot-levelblock
LevelBlock,3D Tools,MIT,Reun Media,https://godotengine.org/asset-library/asset/1924,https://github.com/ReunMedia/godot-levelblock
