title,category,license,author,asset_url
SimpleBoards: Free Leaderboard Service,Tools,MIT,simpleboards,https://godotengine.org/asset-library/asset/3571
SimpleDialogueBox,Misc,MIT,g0zar,https://godotengine.org/asset-library/asset/227
SimpleState,Scripts,MIT,AuraTheEnby,https://godotengine.org/asset-library/asset/1578
Singleton Scripts Shortcut,Tools,CC0,rainlizard,https://godotengine.org/asset-library/asset/991
Sketchfab,3D Tools,MIT,Sketchfab,https://godotengine.org/asset-library/asset/182
Slime Shooter - Godot & FOSS Learning Project,Projects,GPLv3,FreedCreative,https://godotengine.org/asset-library/asset/544
Smart Graphics Settings,Tools,MIT,lucasbecker.dev,https://godotengine.org/asset-library/asset/3814
SmoothScroll,Scripts,MIT,Spyrex,https://godotengine.org/asset-library/asset/1399
SmoothScroll,Scripts,MIT,Spyrex,https://godotengine.org/asset-library/asset/1017
Snake,Projects,MIT,Xydium,https://godotengine.org/asset-library/asset/15
Snap Placement System,Templates,MIT,kinami,https://godotengine.org/asset-library/asset/2226
Snappy,3D Tools,MIT,jgillich,https://godotengine.org/asset-library/asset/1357
Snippets Editor Plugin,Tools,MIT,gswashburn,https://godotengine.org/asset-library/asset/187
Snopek State Machine,Scripts,MIT,dsnopek,https://godotengine.org/asset-library/asset/885
SoftNoise,Scripts,MIT,perdugames,https://godotengine.org/asset-library/asset/80
Sokoban Cube,Demos,MIT,To-Fujita,https://godotengine.org/asset-library/asset/639
Sound Manager,Tools,MIT,Xecestel,https://godotengine.org/asset-library/asset/361
SparrowAtlas Editor,Tools,MIT,Pockui,https://godotengine.org/asset-library/asset/1050
Spatial Gardener,3D Tools,MIT,dreadpon,https://godotengine.org/asset-library/asset/1375
SPIRV Importer,Shaders,MIT,teamclouday,https://godotengine.org/asset-library/asset/2154
Sprite Baker,2D Tools,MIT,DwanaGames,https://godotengine.org/asset-library/asset/370
Sprite Mask,2D Tools,MIT,Quantum Code,https://godotengine.org/asset-library/asset/652
Sprite Quick Offset,2D Tools,GPLv3,Ken Ichi,https://godotengine.org/asset-library/asset/264
Sprite2D Rect Editor,2D Tools,MIT,andrej88,https://godotengine.org/asset-library/asset/2010
SpritesheetFromFiles,Tools,MIT,DavidKBD,https://godotengine.org/asset-library/asset/789
Squiggles Core 4X,Scripts,MIT,QueenOfSquiggles,https://godotengine.org/asset-library/asset/2142
Stair-stepping Demo,Demos,MIT,dwd_waver,https://godotengine.org/asset-library/asset/2481
Start.io Godot Android Plugin,Scripts,MIT,fernan2cas96,https://godotengine.org/asset-library/asset/3819
State Graph,Tools,MIT,BabaDesBois,https://godotengine.org/asset-library/asset/1355
State Machine,Scripts,MIT,ItsMeAlec,https://godotengine.org/asset-library/asset/2505
State Machine for Platformer Games,Demos,GPLv3,CesarLeon,https://godotengine.org/asset-library/asset/345
Statechart Sharp: a state machine plugin,Tools,MIT,LGWCP,https://godotengine.org/asset-library/asset/2688
Steam Template,Templates,CC0,malco,https://godotengine.org/asset-library/asset/3328
"Sticky Scribe - A flexible TODO list, task manager, bug tracker, and notes tool for Godot 3",Tools,MIT,ace24713,https://godotengine.org/asset-library/asset/4048
"Sticky Scribe - A flexible TODO list, task manager, bug tracker, and notes tool for Godot 4",Tools,MIT,ace24713,https://godotengine.org/asset-library/asset/4027
STN LCD-esque Shader,Shaders,MIT,arlez80,https://godotengine.org/asset-library/asset/820
Stopwatch,Tools,MIT,graskaas,https://godotengine.org/asset-library/asset/322
Stopwatch,Tools,MIT,GustavoLR548,https://godotengine.org/asset-library/asset/2407
Storage Manager,Scripts,MIT,DavidKBD,https://godotengine.org/asset-library/asset/785
String utilities,Projects,GPLv3,Mxt08,https://godotengine.org/asset-library/asset/927
Stylish Menu Demo,Projects,MIT,Cole Dingo,https://godotengine.org/asset-library/asset/3176
SubViewportContainerStretch,Scripts,MIT,Royerson,https://godotengine.org/asset-library/asset/2099
SuperChart-draggable&zoomable,2D Tools,MIT,DrunkBull,https://godotengine.org/asset-library/asset/1440
SuperLightning,2D Tools,MIT,DrunkBull,https://godotengine.org/asset-library/asset/1030
Sweep,2D Tools,Testing,derinasir,https://godotengine.org/asset-library/asset/1456
Switch Manager,Tools,MIT,ItsMeAlec,https://godotengine.org/asset-library/asset/2634
TableDB,Scripts,MIT,GeCreator,https://godotengine.org/asset-library/asset/1445
Taffer's Loader,Scripts,CC-BY-SA-4.0,Taffer,https://godotengine.org/asset-library/asset/3078
Taffer's Logger,Scripts,CC-BY-SA-4.0,Taffer,https://godotengine.org/asset-library/asset/3061
Tappy Plane,Demos,GPLv3,CesarLeon,https://godotengine.org/asset-library/asset/272
TCG Layout (.NET only),Templates,MIT,Jaete,https://godotengine.org/asset-library/asset/3378
Telegram Bot API,Misc,MIT,fenix,https://godotengine.org/asset-library/asset/1072
Template for Hole.io style games,Templates,MIT,Go3D,https://godotengine.org/asset-library/asset/1014
Template for pathfinding games,Templates,MIT,xolatgames,https://godotengine.org/asset-library/asset/3262
TemplateSaver,Tools,GPLv2,D0RYU,https://godotengine.org/asset-library/asset/2663
Terrain Editor,3D Tools,MIT,Zylann,https://godotengine.org/asset-library/asset/4
Texture Progress of Subunits,Misc,MIT,jarlowrey,https://godotengine.org/asset-library/asset/225
TextureButtonColored,2D Tools,MIT,Iceflower,https://godotengine.org/asset-library/asset/2092
"TexturePacker Importer (SpriteSheet, AtlasTexture)",2D Tools,MIT,CodeAndWeb,https://godotengine.org/asset-library/asset/1503
"TexturePacker Importer (SpriteSheet, AtlasTexture, TileSet) for Godot 3",2D Tools,MIT,CodeAndWeb,https://godotengine.org/asset-library/asset/169
"TexturePacker Importer (SpriteSheet, AtlasTexture, TileSet) for Godot 3.5",2D Tools,MIT,CodeAndWeb,https://godotengine.org/asset-library/asset/2072
Third Person Controller,Templates,MIT,waffleawt,https://godotengine.org/asset-library/asset/2268
Third Person Controller,3D Tools,MIT,sombresonge,https://godotengine.org/asset-library/asset/251
ThrowOut,3D Tools,MIT,tomsart,https://godotengine.org/asset-library/asset/2603
TileSetCutter,2D Tools,MIT,G-Rom,https://godotengine.org/asset-library/asset/109
Todo Cards,Tools,MIT,MounirTohami,https://godotengine.org/asset-library/asset/1167
TODO Manager (Godot 3.x),Tools,MIT,OrigamiPete,https://godotengine.org/asset-library/asset/768
TODO Manager (Godot 4),Tools,MIT,OrigamiPete,https://godotengine.org/asset-library/asset/1327
Toggle Code Generation,Tools,MIT,zaevi,https://godotengine.org/asset-library/asset/679
TortoiseHg Mercurial Integration,Tools,MIT,lkokemohr,https://godotengine.org/asset-library/asset/46
Tracer,Scripts,GPLv3,wyvernbw,https://godotengine.org/asset-library/asset/2338
Tracery,Scripts,Apache-2.0,Althar93,https://godotengine.org/asset-library/asset/388
TrailMesh,3D Tools,MIT,tcmug,https://godotengine.org/asset-library/asset/2145
Transition Type Demo,Demos,MIT,k2kra,https://godotengine.org/asset-library/asset/872
Translation editor,Tools,MIT,Zylann,https://godotengine.org/asset-library/asset/284
TrenchBroom Loader,3D Tools,MIT,Miss,https://godotengine.org/asset-library/asset/1265
Twin Stick 2D Shoot Em Up,Templates,Proprietary,CatAClock,https://godotengine.org/asset-library/asset/1659
Typed Dictionary NET,Tools,MIT,PattyHoswell,https://godotengine.org/asset-library/asset/2571
UI-Expander,Tools,MIT,omid3098,https://godotengine.org/asset-library/asset/2364
UniParticles3D,3D Tools,MIT,danielsnd,https://godotengine.org/asset-library/asset/3741
unirest gdscript,Scripts,MIT,fenix,https://godotengine.org/asset-library/asset/1413
Universal Save/Load System,Scripts,MIT,c64cosmin,https://godotengine.org/asset-library/asset/1655
Useful Shader Nodes for Godot 4,Shaders,MIT,AbbysalKig,https://godotengine.org/asset-library/asset/1914
usefulScripts,Misc,MIT,jrkb,https://godotengine.org/asset-library/asset/3519
Vehicle Controller 2D,Tools,MIT,Tybobobo,https://godotengine.org/asset-library/asset/71
vim-motion,Tools,MIT,wovrik,https://godotengine.org/asset-library/asset/3127
Vircle,Tools,MIT,Smorty,https://godotengine.org/asset-library/asset/2950
Virtual Analog,Tools,MIT,CSGames18,https://godotengine.org/asset-library/asset/355
Visual Behavior Tree,Tools,MIT,fian46,https://godotengine.org/asset-library/asset/725
Visual Script Circle Pop Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/137
Visual Script Multitouch View Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/135
Visual Shader Derive Z Node,Shaders,MIT,Foyezes,https://godotengine.org/asset-library/asset/3650
Visual Shader Height Blend Node,Shaders,MIT,Foyezes,https://godotengine.org/asset-library/asset/3649
Visual Shader Normal Combine Node,Shaders,MIT,Foyezes,https://godotengine.org/asset-library/asset/3639
Visual Shader Normal Strength Node,Shaders,MIT,Foyezes,https://godotengine.org/asset-library/asset/3799
Visual Shader Parallax Mapping Node,Shaders,MIT,Foyezes,https://godotengine.org/asset-library/asset/3800
Visual Shader Pixel Normal World Node,Shaders,MIT,Foyezes,https://godotengine.org/asset-library/asset/3801
Visual Shader UV Manipulation Node,Shaders,MIT,Foyezes,https://godotengine.org/asset-library/asset/3648
Visual Shader UV Nodes Pack,Shaders,MIT,Foyezes,https://godotengine.org/asset-library/asset/3806
Visual Shader Vector Transform Node,Shaders,MIT,Foyezes,https://godotengine.org/asset-library/asset/3792
VOID,Demos,GPLv3,dbiton,https://godotengine.org/asset-library/asset/278
Volume Sliders (Singleton example),Templates,MIT,ManuelZ,https://godotengine.org/asset-library/asset/1363
Volumetric Fog,Demos,MIT,Bauxite,https://godotengine.org/asset-library/asset/309
VoronoiShatter - Procedurally fracture 3D meshes,3D Tools,MIT,woollyone,https://godotengine.org/asset-library/asset/3918
VoxelOctree,3D Tools,MIT,BraindeadBZH,https://godotengine.org/asset-library/asset/174
Vpainter,3D Tools,MIT,NX7R,https://godotengine.org/asset-library/asset/1372
VR Tools,3D Tools,MIT,kiselev.sereja,https://godotengine.org/asset-library/asset/839
VRM Importer and MToon Shader - Humanoid 3d Avatar Model Format,3D Tools,MIT,V-Sekai,https://godotengine.org/asset-library/asset/964
VRM Importer for 3D Avatars and MToon Shader,3D Tools,MIT,V-Sekai,https://godotengine.org/asset-library/asset/2031
WAD Level Loader,Scripts,MIT,Chaosus,https://godotengine.org/asset-library/asset/95
WAT - Unit Testing Framework,Tools,MIT,CodeDariganIE,https://godotengine.org/asset-library/asset/351
WAT Unit Testing Framework,Tools,MIT,CodeDariganIE,https://godotengine.org/asset-library/asset/495
WAT Unit Testing Framework (For Godot Mono),Tools,MIT,CodeDariganIE,https://godotengine.org/asset-library/asset/948
Water shader,Shaders,GPLv3,faculezcano,https://godotengine.org/asset-library/asset/321
Waypoint Map,Misc,MIT,vertexarray,https://godotengine.org/asset-library/asset/815
WCSpawnPool,Tools,MIT,nonchip,https://godotengine.org/asset-library/asset/3050
Weather System,3D Tools,MIT,matias.lavik,https://godotengine.org/asset-library/asset/2601
WebRTC and Nakama addon,Scripts,MIT,dsnopek,https://godotengine.org/asset-library/asset/884
WebRTC Minimal Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/536
WebRTC Signaling Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/537
WebSocket Chat Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/538
WebSocket Minimal Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/539
Websocket Multiplayer Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/540
Weeping Angel Example,Demos,CC0,Bypell,https://godotengine.org/asset-library/asset/2408
Window Management Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/145
WindowsV2,Misc,MIT,ecadz,https://godotengine.org/asset-library/asset/3870
WIP 0.5 - Abstract State Machine Graphic (ASM),Tools,MIT,nonunknown,https://godotengine.org/asset-library/asset/566
World of Alpheratz (Platformer Demo),Demos,MIT,k2kra,https://godotengine.org/asset-library/asset/1874
WPGTK Theme,Misc,MIT,bellsworne,https://godotengine.org/asset-library/asset/3630
xBRZ Screen-Filter,Shaders,CC0,LanzaSchneider,https://godotengine.org/asset-library/asset/853
XMLReader,Tools,MIT,ACB_Gamez,https://godotengine.org/asset-library/asset/1563
XR Browser (XR Fragments compatible),Templates,MPL-2.0,coderofsalvation,https://godotengine.org/asset-library/asset/2995
XRController Midi Player,Tools,MIT,Cyberrebell,https://godotengine.org/asset-library/asset/1536
XSM 2.0 - eXtended State Machine,Tools,MIT,atn,https://godotengine.org/asset-library/asset/1504
XSM 4,Tools,MIT,atn,https://godotengine.org/asset-library/asset/1546
XSM: eXtended State Machine,Tools,MIT,atn,https://godotengine.org/asset-library/asset/769
Xsolla SDK,Scripts,BSD-3-Clause,spaceship,https://godotengine.org/asset-library/asset/2662
Yamms - Yet another MultiMesh Scatter,3D Tools,MIT,Mattiny,https://godotengine.org/asset-library/asset/1736
Your Buil,Tools,MIT,svetogam,https://godotengine.org/asset-library/asset/3436
YouTube Sub Counter,Tools,MIT,Jesper,https://godotengine.org/asset-library/asset/928
YouTube's button effect,Templates,MIT,Spyrex,https://godotengine.org/asset-library/asset/929
Zalance SDK,Tools,MIT,Zalance,https://godotengine.org/asset-library/asset/2972
Zone Area2D Editor,2D Tools,MIT,xPheRe,https://godotengine.org/asset-library/asset/282
Zoomy,2D Tools,MIT,nobuyuki,https://godotengine.org/asset-library/asset/186
[DEPRECATED] Blockchain SDK by Enjin [DEPRECATED],Tools,Apache-2.0,Enjin,https://godotengine.org/asset-library/asset/607
